id,item_id,invoice_id,quantity,unit_price,created_at,updated_at
697,1160,150,9,310.26,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
698,2254,151,1,866.97,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
699,2271,151,10,158.99,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
700,2249,151,10,824.57,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
701,2256,151,7,392.19,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
702,2254,151,7,866.97,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
703,2251,151,3,118.06,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
704,2272,151,3,589.45,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
705,2268,151,5,375.78,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
706,122,152,4,431.7,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
707,107,152,9,845.52,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
708,124,152,8,518.21,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
709,121,152,5,566.08,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
710,1007,153,1,694.47,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
711,1008,153,1,721.72,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
712,1001,153,4,231.98,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
713,989,153,8,510.95,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
714,994,153,8,295.98,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
715,2460,154,4,580.57,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
716,15,155,5,426.29,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
717,13,155,9,594.54,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
718,13,155,3,594.54,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
719,5,155,1,687.23,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
720,1188,156,1,531.04,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
721,1194,156,8,678.3,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
722,1220,156,8,154.6,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
723,1194,156,2,678.3,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
724,1190,156,3,912.51,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
725,1028,157,8,695.21,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
726,1015,157,1,916.5,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
727,1019,157,4,225.32,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
728,1026,157,9,164.72,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
729,1034,157,2,448.7,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
730,2011,158,1,255.1,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
731,1999,158,3,822.53,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
732,2018,158,6,433.63,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
733,2004,158,9,798.43,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
734,849,159,7,357.72,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
735,847,159,1,707.83,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
736,1224,160,1,957.15,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
737,1224,160,8,957.15,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
738,205,161,8,989.47,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
739,203,161,7,994.65,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
740,206,161,9,786.12,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
741,206,161,3,786.12,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
742,206,161,2,786.12,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
743,205,161,7,989.47,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
744,207,162,9,324.27,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
745,207,162,2,324.27,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
746,209,162,4,230.92,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
747,1387,163,8,39.44,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
748,1394,163,3,870.8,2012-03-27 14:54:17 UTC,2012-03-27 14:54:17 UTC
749,1383,163,5,730.03,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
750,1385,163,1,180.06,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
751,1376,163,8,555.26,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
752,1380,163,6,320.56,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
753,1383,163,6,730.03,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
754,1976,164,10,279.23,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
755,1977,164,3,138.32,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
756,1977,164,9,138.32,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
757,1978,164,4,424.91,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
758,1978,164,6,424.91,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
759,1977,164,10,138.32,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
760,1978,164,6,424.91,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
761,995,165,2,888.08,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
762,991,165,1,312.31,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
763,1011,165,1,240.54,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
764,992,165,10,62.88,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
765,992,165,5,62.88,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
766,988,165,5,864.88,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
767,1009,165,7,765.5,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
768,993,165,6,495.74,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
769,1810,166,7,141.04,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
770,1814,166,8,715.13,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
771,104,167,3,10.61,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
772,104,167,7,10.61,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
773,104,167,2,10.61,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
774,103,167,7,239.4,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
775,1688,168,8,478.46,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
776,1693,168,7,686.87,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
777,1704,168,10,666.9,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
778,2124,169,6,946.18,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
779,2121,169,1,438.17,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
780,2129,169,5,315.39,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
781,2128,169,6,932.6,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
782,2111,169,4,330.12,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
783,2115,169,5,953.29,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
784,2125,169,5,337.72,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
785,2322,170,5,378.52,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
786,2308,170,2,969.33,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
787,1371,171,1,990.28,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
788,1390,171,4,273.88,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
789,1015,172,4,916.5,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
790,1021,172,7,665.39,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
791,1036,172,4,986.69,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
792,1023,172,3,360.04,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
793,1016,172,2,18.55,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
794,959,173,5,693.7,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
795,2378,174,9,308.7,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
796,2392,174,5,548.66,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
797,2389,174,3,887.78,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
798,2395,174,1,379.81,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
799,2370,174,3,695.25,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
800,2366,174,2,907.62,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
801,2365,174,9,76.49,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
802,1198,175,6,908.89,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
803,435,176,10,10.41,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
804,1394,177,4,870.8,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
805,1373,177,3,536.54,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
806,1393,177,1,243.37,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
807,1375,177,7,149.07,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
808,1381,177,7,52.47,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
809,1377,177,1,179.33,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
810,1391,177,1,459.89,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
811,1889,178,7,87.52,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
812,1891,178,1,722.41,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
813,1888,178,6,474.24,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
814,1889,178,9,87.52,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
815,1887,178,7,423.06,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
816,1902,178,1,983.51,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
817,457,179,7,931.82,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
818,462,179,5,621.26,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
819,456,179,9,65.62,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
820,470,179,5,977.11,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
821,472,179,3,228.75,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
822,473,179,3,833.63,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
823,1676,180,2,882.05,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
824,1646,180,2,789.53,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
825,1647,180,9,437.37,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
826,1667,180,9,649.82,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
827,1096,181,8,819.96,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
828,2275,182,3,971.53,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
829,228,183,9,656.5,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
830,249,183,9,863.84,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
831,253,183,8,727.93,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
832,117,184,8,626.31,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
833,123,184,10,374.38,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
834,111,184,8,591.64,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
835,641,185,3,229.41,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
836,629,185,2,0.73,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
837,629,185,6,0.73,2012-03-27 14:54:18 UTC,2012-03-27 14:54:18 UTC
838,633,185,1,727.07,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
839,623,185,9,491.24,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
840,627,185,2,683.79,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
841,62,186,7,609.45,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
842,75,186,9,299.49,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
843,64,186,7,164.97,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
844,455,187,9,69.26,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
845,458,187,6,945.03,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
846,455,187,8,69.26,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
847,2114,188,9,934.21,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
848,2115,188,8,953.29,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
849,2102,188,4,644.11,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
850,2129,188,8,315.39,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
851,2118,188,2,233.07,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
852,2120,188,9,106.78,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
853,218,189,7,462.58,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
854,212,189,5,26.09,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
855,1487,190,10,136.4,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
856,1511,190,3,763.44,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
857,249,191,5,863.84,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
858,239,191,1,279.53,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
859,243,191,8,701.81,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
860,255,191,1,33.08,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
861,232,191,1,684.58,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
862,2375,192,4,135.95,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
863,2381,192,8,330.68,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
864,2365,192,6,76.49,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
865,2395,192,1,379.81,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
866,2388,192,4,576.06,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
867,2392,192,4,548.66,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
868,2367,192,5,776.16,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
869,2386,192,7,850.29,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
870,1977,193,6,138.32,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
871,1014,194,2,625.82,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
872,999,194,10,921.97,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
873,994,194,1,295.98,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
874,2289,195,1,445.97,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
875,2296,195,8,221.64,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
876,2291,195,6,274.26,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
877,2284,195,3,469.1,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
878,2284,195,9,469.1,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
879,2291,195,9,274.26,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
880,2294,195,3,907.14,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
881,2290,195,8,741.56,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
882,1178,196,4,612.08,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
883,1183,196,2,301.41,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
884,1182,196,5,111.37,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
885,2098,197,1,491.69,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
886,2084,197,8,701.84,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
887,2075,197,9,630.6,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
888,937,198,2,491.21,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
889,924,198,3,401.38,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
890,925,198,2,387.16,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
891,938,198,5,576.32,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
892,928,198,9,323.46,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
893,927,198,8,964.37,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
894,926,198,7,696.16,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
895,2279,199,7,417.35,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
896,2279,199,9,417.35,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
897,2371,200,8,903.67,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
898,2367,200,5,776.16,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
899,2387,200,10,258.55,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
900,2384,200,6,988.91,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
901,2386,200,2,850.29,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
902,2396,200,7,479.67,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
903,2385,200,9,230.25,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
904,2387,200,5,258.55,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
905,978,201,2,452.53,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
906,986,201,8,546.89,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
907,981,201,3,21.26,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
908,985,201,7,74.69,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
909,408,202,9,672.52,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
910,430,202,2,28.46,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
911,409,202,8,616.85,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
912,431,202,10,463.37,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
913,429,202,2,880.59,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
914,435,202,1,10.41,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
915,407,202,3,3.24,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
916,423,202,7,429.43,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
917,638,203,5,30.28,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
918,626,203,10,171.5,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
919,638,203,3,30.28,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
920,951,204,6,298.68,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
921,961,204,1,822.16,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
922,958,204,3,646.38,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
923,954,204,4,472.26,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
924,961,204,1,822.16,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
925,959,204,1,693.7,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
926,962,204,1,233.46,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
927,951,204,9,298.68,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
928,2257,205,7,335.74,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
929,2255,205,8,600.66,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
930,2272,205,5,589.45,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
931,906,206,3,805.82,2012-03-27 14:54:19 UTC,2012-03-27 14:54:19 UTC
932,898,206,8,943.99,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
933,921,206,9,413.93,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
934,889,206,2,475,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
935,2109,207,2,95.09,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
936,2123,207,3,586.76,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
937,2110,207,4,529.3,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
938,201,208,2,774.09,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
939,202,208,2,814.97,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
940,204,208,8,217.39,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
941,202,208,5,814.97,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
942,203,208,1,994.65,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
943,202,208,1,814.97,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
944,211,209,8,77.37,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
945,217,209,10,603.33,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
946,214,209,7,966.54,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
947,215,209,4,552.92,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
948,214,209,2,966.54,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
949,212,209,9,26.09,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
950,217,209,1,603.33,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
951,218,209,5,462.58,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
952,1228,210,10,175.26,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
953,1228,210,2,175.26,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
954,1229,210,5,547.15,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
955,1230,210,5,314,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
956,1225,210,7,775.98,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
957,1231,210,7,187.69,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
958,1635,211,4,901.03,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
959,1664,211,8,486.97,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
960,1647,211,4,437.37,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
961,1659,211,5,387.02,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
962,1669,211,4,158.79,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
963,543,212,9,60.56,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
964,549,212,5,544.71,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
965,544,212,4,327.59,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
966,547,212,10,485.82,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
967,544,212,2,327.59,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
968,549,212,5,544.71,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
969,545,212,6,729.68,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
970,1721,213,1,498.05,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
971,1727,213,8,33.56,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
972,1728,213,6,975.61,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
973,1719,213,6,31.6,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
974,1723,213,1,368.96,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
975,1975,214,5,660.46,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
976,1975,214,7,660.46,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
977,1978,214,3,424.91,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
978,1976,214,1,279.23,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
979,1975,214,2,660.46,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
980,1975,214,4,660.46,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
981,1977,214,10,138.32,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
982,1505,215,3,997.54,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
983,1505,215,9,997.54,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
984,1495,215,9,997.58,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
985,1507,215,7,352.73,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
986,1924,216,6,746.41,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
987,563,217,6,127.8,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
988,570,217,4,668.03,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
989,554,217,3,880.66,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
990,573,217,8,827.86,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
991,581,217,7,770.74,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
992,567,217,5,947.52,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
993,583,218,2,304.1,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
994,590,218,10,808.27,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
995,1057,219,2,611.7,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
996,1069,219,4,250.41,2012-03-27 14:54:20 UTC,2012-03-27 14:54:20 UTC
